gold_answers_json,prediction,exact_match,f1,correct_em,token_confidences_json,generated_token_ids_json,seq_conf_mean,seq_conf_min,seq_conf_logmean,generated_length
"[""Haymarket""]",Newcastle,0,0.0,0,"[0.8177049160003662, 0.8942007422447205, 0.6907418370246887, 0.474338561296463, 0.41545218229293823, 0.4901983141899109, 0.5577048659324646, 0.610811173915863, 0.6398244500160217, 0.6666133999824524]","[21225, 1, 1, 10352, 21225, 21225, 21225, 21225, 21225, 21225]",0.625759044289589,0.41545218229293823,-0.49492340456010087,10
"[""Arriva""]",Newcastle,0,0.0,0,"[0.9958629608154297, 0.7650486826896667, 0.8484178781509399, 0.9539289474487305, 0.9857059717178345, 0.9890895485877991, 0.991127073764801, 0.9923398494720459, 0.9928387999534607, 0.9933271408081055]","[21225, 1, 1, 21225, 21225, 21225, 21225, 21225, 21225, 21225]",0.9507686853408813,0.7650486826896667,-0.053936143354650246,10
"[""Killingworth""]",Go-Ahead,0,0.0,0,"[0.8767769932746887, 0.516078531742096, 0.9982255101203918, 0.9999589920043945, 0.9981891512870789, 0.9276472926139832, 0.5254126191139221, 0.38325202465057373, 0.30002474784851074, 0.41478243470191956]","[1263, 18, 188, 3313, 1, 1, 21225, 21225, 1263, 1263]",0.6940348297357559,0.30002474784851074,-0.4558257517823182,10
"[""Newcastle upon Tyne""]",Go,0,0.0,0,"[0.7129158973693848, 0.6262981295585632, 0.37595152854919434, 0.07992956787347794, 0.17306645214557648, 0.23814080655574799, 0.3207124173641205, 0.3875821828842163, 0.4365745186805725, 0.48824864625930786]","[1263, 1, 1, 1117, 1263, 1263, 1263, 1263, 1263, 1263]",0.3839420147240162,0.07992956787347794,-1.113096238913778,10
"[""Go-Ahead""]",Go,0,0.0,0,"[0.14302192628383636, 0.6354538798332214, 0.6937334537506104, 0.3043394982814789, 0.245616614818573, 0.21873730421066284, 0.19207309186458588, 0.17696434259414673, 0.16836729645729065, 0.1584899127483368]","[1263, 1, 1, 21225, 21225, 21225, 21225, 21225, 21225, 21225]",0.2936797320842743,0.14302192628383636,-1.3882677257772036,10
"[""Arriva North East""]",Haymarket,0,0.0,0,"[0.27390608191490173, 0.994813084602356, 0.9555580615997314, 0.9863545298576355, 0.1488437056541443, 0.14576125144958496, 0.1525038182735443, 0.15641307830810547, 0.16036342084407806, 0.1585809588432312]","[8567, 8809, 1, 1, 21225, 21225, 21225, 21225, 21225, 21225]",0.4133097991347313,0.14576125144958496,-1.2597636500439524,10
"[""link the local networks to national networks""]",implementing contraflows on one way streets,0,0.0,0,"[0.09329129010438919, 0.20193138718605042, 0.9181721210479736, 0.9995836615562439, 0.9056861400604248, 0.7489438652992249, 0.9982946515083313, 0.9992266893386841, 0.9937891364097595, 0.9991732239723206]","[3, 10311, 5314, 7631, 7, 30, 80, 194, 6162, 1]",0.7858092166483402,0.09329129010438919,-0.4455334135701876,10
"[""Increase the number of cycle parking facilities""]",safe,0,0.0,0,"[0.09299591183662415, 0.990790605545044, 0.9931087493896484, 0.08596641570329666, 0.08376127481460571, 0.09734709560871124, 0.10023602098226547, 0.10021647810935974, 0.09770876169204712, 0.0961843729019165]","[1346, 1, 1, 30, 1346, 1346, 1346, 1346, 1346, 1346]",0.2738315686583519,0.08376127481460571,-1.8922325100983375,10
"[""joining up routes that are partially or completely isolated""]",joining up routes,0,0.5,0,"[0.16368022561073303, 0.9929322004318237, 0.8271324634552002, 0.5880594253540039, 0.9162228107452393, 0.1475176215171814, 0.1637444943189621, 0.12523582577705383, 0.14187774062156677, 0.1565956473350525]","[6109, 95, 9729, 1, 1, 4863, 4863, 4863, 740, 740]",0.42229984551668165,0.12523582577705383,-1.2232837137082078,10
"[""developing on road cycle networks""]",reduce congestion,0,0.0,0,"[0.08989458531141281, 0.9581746459007263, 0.9994414448738098, 0.9992314577102661, 0.05866117402911186, 0.06332238018512726, 0.05070725455880165, 0.058696337044239044, 0.06617990881204605, 0.06980378925800323]","[1428, 26294, 1, 1, 1172, 1172, 3, 13771, 13771, 13771]",0.34141129776835444,0.05070725455880165,-1.9243173573552887,10
"[""contraflows on one way streets""]",contraflows,0,0.33333333333333337,0,"[0.1665845364332199, 0.9981973767280579, 0.8465023636817932, 0.9997758269309998, 0.995804488658905, 0.046033721417188644, 0.04779481142759323, 0.050582580268383026, 0.05508341267704964, 0.06515037268400192]","[5314, 7631, 7, 1, 1, 3, 3, 4005, 5314, 5314]",0.4271509490907192,0.046033721417188644,-1.669845864118334,10
"[""educating that cycling promotes healthy living""]",congestion,0,0.0,0,"[0.14776711165905, 0.999299168586731, 0.9956264495849609, 0.08828780055046082, 0.0868983119726181, 0.09597788751125336, 0.09914804995059967, 0.09507580101490021, 0.09404914826154709, 0.10017067193984985]","[26294, 1, 1, 21225, 21225, 21225, 21225, 21225, 12, 12]",0.2802300401031971,0.0868983119726181,-1.8460048998155212,10
"[""making safer routes on busier streets""]",safer,0,0.2857142857142857,0,"[0.4911988079547882, 0.5419078469276428, 0.8780777454376221, 0.11739157885313034, 0.1908770203590393, 0.2071031779050827, 0.2380942553281784, 0.2713042199611664, 0.29809558391571045, 0.3250960111618042]","[14289, 1, 1, 492, 14289, 492, 14289, 14289, 14289, 14289]",0.35591462478041647,0.11739157885313034,-1.1900068958832535,10
"[""Increase the number of cycle parking facilities""]",parking,0,0.2857142857142857,0,"[0.2693803012371063, 0.9258853197097778, 0.9963713884353638, 0.04500787332653999, 0.1013854593038559, 0.15123821794986725, 0.18655499815940857, 0.2098131775856018, 0.2185632586479187, 0.2284529060125351]","[3078, 1, 1, 1428, 3078, 3078, 3078, 3078, 3078, 3078]",0.3332652900367975,0.04500787332653999,-1.490858571386255,10
"[""cycle parking facilities""]",streets,0,0.0,0,"[0.23406027257442474, 0.9996366500854492, 0.9996787309646606, 0.10422101616859436, 0.14373287558555603, 0.163508340716362, 0.1785476803779602, 0.18917731940746307, 0.19508938491344452, 0.20218299329280853]","[6162, 1, 1, 6162, 6162, 6162, 6162, 6162, 6162, 6162]",0.34098352640867235,0.10422101616859436,-1.408564247460736,10
"[""educating that cycling promotes healthy living""]",reduce congestion,0,0.0,0,"[0.24640358984470367, 0.6548619270324707, 0.999496579170227, 0.9986838698387146, 0.07704075425863266, 0.13095441460609436, 0.14622339606285095, 0.14892207086086273, 0.1413404494524002, 0.13390837609767914]","[1428, 26294, 1, 1, 1172, 1695, 1695, 1695, 1695, 1695]",0.3677835427224636,0.07704075425863266,-1.421639768240802,10
"[""cut city congestion""]",reduce congestion,0,0.4,0,"[0.15434059500694275, 0.6783055067062378, 0.9992846846580505, 0.9992296695709229, 0.20070362091064453, 0.195652037858963, 0.15145592391490936, 0.12856215238571167, 0.11447716504335403, 0.10657094419002533]","[1428, 26294, 1, 1, 1172, 1172, 1172, 1172, 1172, 1428]",0.3728582300245762,0.10657094419002533,-1.3840708374356594,10
"[""cinema""]",the Tyneside Cinema,0,0.6666666666666666,0,"[0.5115879774093628, 0.9057342410087585, 0.9998482465744019, 0.9994626641273499, 0.9652868509292603, 0.9997760653495789, 0.99058598279953, 0.48610827326774597, 0.5570901036262512, 0.5687636137008667]","[8, 10352, 1496, 1599, 17544, 1, 1, 8, 8, 8]",0.7984244018793106,0.48610827326774597,-0.2685589393209753,10
"[""roof""]",the Tyneside Cinema,0,0.0,0,"[0.37484797835350037, 0.896127462387085, 0.9998836517333984, 0.9987460374832153, 0.9755712151527405, 0.9995020627975464, 0.987717866897583, 0.24276815354824066, 0.3301757276058197, 0.3324145972728729]","[8, 10352, 1496, 1599, 17544, 1, 1, 8, 8, 8]",0.7137754753232002,0.24276815354824066,-0.47550177628199003,10
"[""cinema""]",Old Town Hall,0,0.0,0,"[0.2562481462955475, 0.9996321201324463, 0.9996308088302612, 0.61649489402771, 0.7760322690010071, 0.180449977517128, 0.18578514456748962, 0.21303686499595642, 0.2122710645198822, 0.21486644446849823]","[3525, 4463, 2501, 1, 1, 11118, 3525, 3525, 3525, 3525]",0.46544477343559265,0.180449977517128,-1.0128998586438698,10
"[""full-time""]",Classic,0,0.0,0,"[0.20245979726314545, 0.9992778897285461, 0.97408527135849, 0.07066003233194351, 0.07862851768732071, 0.10672178119421005, 0.13121892511844635, 0.14650511741638184, 0.15267981588840485, 0.15923327207565308]","[6744, 1, 1, 3525, 11118, 6744, 6744, 6744, 6744, 6744]",0.3021470420062542,0.07066003233194351,-1.6722999133299215,10
"[""Heaton Manor School""]",Newcastle,0,0.0,0,"[0.8271955251693726, 0.8174430727958679, 0.9281318783760071, 0.23544204235076904, 0.48776641488075256, 0.5718526244163513, 0.6386431455612183, 0.6869131326675415, 0.7126620411872864, 0.7335661053657532]","[21225, 1, 1, 21225, 21225, 21225, 21225, 21225, 21225, 21225]",0.663961598277092,0.23544204235076904,-0.466149516802343,10
"[""Newcastle High""]",Newcastle,0,0.6666666666666666,0,"[0.9941003918647766, 0.8701496124267578, 0.9811986684799194, 0.8590698838233948, 0.9768726825714111, 0.9841414093971252, 0.9878336191177368, 0.9898281097412109, 0.9909999966621399, 0.9917980432510376]","[21225, 1, 1, 21225, 21225, 21225, 21225, 21225, 21225, 21225]",0.962599241733551,0.8590698838233948,-0.03950186565267965,10
"[""on par""]",independent schools,0,0.0,0,"[0.3343411684036255, 0.7294653654098511, 0.999504804611206, 0.9903490543365479, 0.20688003301620483, 0.25604715943336487, 0.2737710177898407, 0.2736177444458008, 0.27303946018218994, 0.2715153098106384]","[2547, 2061, 1, 1, 3, 3, 3, 3, 3, 3]",0.460853111743927,0.20688003301620483,-0.9552601875873746,10
"[""Royal Grammar School""]",Newcastle,0,0.0,0,"[0.973037838935852, 0.6558184027671814, 0.9002914428710938, 0.36980772018432617, 0.83708256483078, 0.9008293151855469, 0.9287721514701843, 0.9436913132667542, 0.9510917067527771, 0.9559424519538879]","[21225, 1, 1, 21225, 21225, 21225, 21225, 21225, 21225, 21225]",0.8416364908218383,0.36980772018432617,-0.20583348874851665,10
"[""Newcastle High School for Girls""]",Newcastle,0,0.33333333333333337,0,"[0.9894534349441528, 0.6296082735061646, 0.9429249167442322, 0.42989736795425415, 0.9028754830360413, 0.9519847631454468, 0.9677245616912842, 0.9752629399299622, 0.979062557220459, 0.9816252589225769]","[21225, 1, 1, 21225, 21225, 21225, 21225, 21225, 21225, 21225]",0.8750419557094574,0.42989736795425415,-0.1625175622673089,10
"[""sixth""]",11,0,0.0,0,"[0.31289970874786377, 0.743121862411499, 0.27950912714004517, 0.22433583438396454, 0.22780664265155792, 0.2074497789144516, 0.1920265555381775, 0.18176311254501343, 0.18402203917503357, 0.2032543271780014]","[850, 1, 26, 431, 1296, 1296, 1296, 1296, 850, 850]",0.2756188988685608,0.18176311254501343,-1.3921392896882514,10
"[""Benfield School""]",Newcastle,0,0.0,0,"[0.8223362565040588, 0.7682494521141052, 0.9451951384544373, 0.22877314686775208, 0.5221668481826782, 0.5976592898368835, 0.6566520929336548, 0.7002321481704712, 0.7216600179672241, 0.7393648624420166]","[21225, 1, 1, 21225, 21225, 21225, 21225, 21225, 21225, 21225]",0.6702289253473281,0.22877314686775208,-0.45602466964496136,10
"[""only independent boys' only school""]",independent,0,0.33333333333333337,0,"[0.7828344106674194, 0.9330501556396484, 0.7067217826843262, 0.4311731457710266, 0.7350673675537109, 0.7502855658531189, 0.7528568506240845, 0.7558308243751526, 0.7562211155891418, 0.7597785592079163]","[2547, 1, 1, 2547, 2547, 2547, 2547, 2547, 2547, 2547]",0.7363819777965546,0.4311731457710266,-0.3215556275992091,10
"[""independent""]",independent schools,0,0.6666666666666666,0,"[0.7440087199211121, 0.7623850703239441, 0.9998779296875, 0.9990034699440002, 0.5279226899147034, 0.7105731964111328, 0.71625816822052, 0.7153515219688416, 0.7107515335083008, 0.7142035961151123]","[2547, 2061, 1, 1, 2547, 2547, 2547, 2547, 2547, 2547]",0.7600335896015167,0.5279226899147034,-0.2895329284649032,10
"[""an annual two-day multicultural event, blending drama, music and food from Punjabi, Pakistani, Bengali and Hindu cultures""]",Newcastle Mela,0,0.0,0,"[0.9465835094451904, 0.9948984980583191, 0.9996894598007202, 0.9998974800109863, 0.9993910789489746, 0.09026826173067093, 0.11437741667032242, 0.2501120865345001, 0.44779977202415466, 0.5996211767196655]","[21225, 5049, 9, 1, 1, 8, 8, 21225, 21225, 21225]",0.6442638739943505,0.09026826173067093,-0.7334966238829207,10
"[""annual""]",August,0,0.0,0,"[0.4609202742576599, 0.9916971921920776, 0.9213519096374512, 0.19903738796710968, 0.5018431544303894, 0.5514147281646729, 0.5592618584632874, 0.5535960793495178, 0.5352015495300293, 0.5268450379371643]","[1660, 1, 1, 1660, 1660, 1660, 1660, 1660, 1660, 1660]",0.5801169171929359,0.19903738796710968,-0.6202197318575464,10
"[""drama""]",a theater,0,0.0,0,"[0.171686589717865, 0.9780269861221313, 0.4936082661151886, 0.99958735704422, 0.9959872364997864, 0.2612975835800171, 0.256160706281662, 0.2327824980020523, 0.21377648413181305, 0.2004087269306183]","[3, 9, 8701, 1, 1, 3, 3, 3, 3, 3]",0.4803322434425354,0.171686589717865,-0.9806666270284079,10
"[""SAMA""]",Newcastle Mela,0,0.0,0,"[0.7978715896606445, 0.9664937257766724, 0.9997895359992981, 0.9970422387123108, 0.9977157115936279, 0.467943400144577, 0.5019109845161438, 0.3675076365470886, 0.26331743597984314, 0.33198750019073486]","[21225, 5049, 9, 1, 1, 1932, 1932, 1932, 1932, 21225]",0.6691579759120941,0.26331743597984314,-0.5152152175645999,10
"[""SAMA""]",Newcastle Mela,0,0.0,0,"[0.4014444947242737, 0.9906911253929138, 0.9996392726898193, 0.9927147030830383, 0.9904244542121887, 0.527645468711853, 0.45247548818588257, 0.36359864473342896, 0.3164263367652893, 0.2869710624217987]","[21225, 5049, 9, 1, 1, 8, 8, 8, 8, 8]",0.6322031050920487,0.2869710624217987,-0.5782428632184688,10
"[""SAMA""]",the Design Event,0,0.0,0,"[0.4775420129299164, 0.3778992295265198, 0.9934729933738708, 0.7557662129402161, 0.9978411197662354, 0.5993831157684326, 0.5940057635307312, 0.5992019772529602, 0.5905317664146423, 0.5801635384559631]","[8, 1642, 8042, 1, 1, 8, 8, 8, 8, 8]",0.6565807729959487,0.3778992295265198,-0.4617017850717107,10
"[""in the Norman Foster designed Sage Gateshead Music and Arts Centre""]",NewcastleGateshead,0,0.0,0,"[0.9957906603813171, 0.979786217212677, 0.9982323050498962, 0.9998579025268555, 0.9998370409011841, 0.9832936525344849, 0.7087923884391785, 0.9500998258590698, 0.9786949753761292, 0.9866163730621338]","[21225, 517, 6203, 3313, 1, 1, 21225, 21225, 21225, 21225]",0.9581001341342926,0.7087923884391785,-0.047395099812819724,10
"[""Widex""]",Ear,0,0.0,0,"[0.388319194316864, 0.9987348914146423, 0.5571857690811157, 0.9763597846031189, 0.36027267575263977, 0.6129634976387024, 0.4275035560131073, 0.2587854862213135, 0.15488232672214508, 0.11167565733194351]","[262, 291, 1, 1, 13129, 13129, 13129, 13129, 13129, 262]",0.48466828390955924,0.11167565733194351,-0.9325112850933642,10
"[""Newcastle's case included a motorway underpass without pedestrian access""]",noise,0,0.0,0,"[0.7470236420631409, 0.9180530905723572, 0.9993267059326172, 0.6302365660667419, 0.6854917407035828, 0.6897543668746948, 0.7010204195976257, 0.7086325883865356, 0.7088502049446106, 0.7145729064941406]","[4661, 1, 1, 4661, 4661, 4661, 4661, 4661, 4661, 4661]",0.7502962231636048,0.6302365660667419,-0.2968348275370966,10
"[""Newcastle""]",Newcastle,1,1.0,1,"[0.7440489530563354, 0.9992864727973938, 0.9986795783042908, 0.18796928226947784, 0.2561241090297699, 0.26105037331581116, 0.31907951831817627, 0.3955460488796234, 0.4443897306919098, 0.48662251234054565]","[21225, 1, 1, 1524, 1524, 1524, 21225, 21225, 21225, 21225]",0.5092796579003334,0.18796928226947784,-0.8275418202037794,10
"[""University College London""]",University College London,1,1.0,1,"[0.6771995425224304, 0.9945153594017029, 0.9978440999984741, 0.9998194575309753, 0.9663957357406616, 0.43381235003471375, 0.5314714312553406, 0.5855935215950012, 0.6039343476295471, 0.62217777967453]","[636, 1888, 1524, 1, 1, 636, 636, 636, 636, 636]",0.7412763625383377,0.43381235003471375,-0.3413007306360193,10
"[""decibels""]",hearing aid,0,0.0,0,"[0.6473121643066406, 0.9893797039985657, 0.9963685274124146, 0.9915988445281982, 0.23426170647144318, 0.2811584770679474, 0.4179725646972656, 0.4948936700820923, 0.5276874899864197, 0.5536355376243591]","[3507, 3052, 1, 1, 8, 3507, 3507, 3507, 3507, 3507]",0.6134268686175346,0.23426170647144318,-0.598408317897639,10
"[""motorway underpass""]",a motorway underpass,1,1.0,1,"[0.2971499264240265, 0.9906037449836731, 0.9985166192054749, 0.9996846914291382, 0.7680760025978088, 0.9999561309814453, 0.9907005429267883, 0.9997811913490295, 0.6247928142547607, 0.37200331687927246]","[3, 9, 2340, 1343, 365, 3968, 1, 1, 1524, 1524]",0.8041264981031417,0.2971499264240265,-0.2957418931844508,10
"[""In a report, published in early February 2007 by the Ear Institute at the University College London, and Widex""]",London,0,0.11764705882352941,0,"[0.4055391550064087, 0.9997724890708923, 0.993083119392395, 0.3070280849933624, 0.2465745508670807, 0.2456260472536087, 0.28625476360321045, 0.32045990228652954, 0.336348295211792, 0.34841614961624146]","[1524, 1, 1, 1524, 1524, 1524, 1524, 1524, 1524, 1524]",0.44891025573015214,0.2456260472536087,-0.942739522767474,10
"[""noise levels""]",noise,0,0.6666666666666666,0,"[0.8536843657493591, 0.8723284602165222, 0.9994262456893921, 0.6707026362419128, 0.8162172436714172, 0.8274637460708618, 0.8329411745071411, 0.8358222246170044, 0.8371759653091431, 0.840484082698822]","[4661, 1, 1, 4661, 4661, 4661, 4661, 4661, 4661, 4661]",0.8386246144771576,0.6707026362419128,-0.18008808959985495,10
"[""Danish""]",Danish,1,1.0,1,"[0.5074358582496643, 0.9737165570259094, 0.5009496212005615, 0.3358224630355835, 0.2402302771806717, 0.39855876564979553, 0.44888895750045776, 0.47388291358947754, 0.46766889095306396, 0.47056058049201965]","[23124, 1, 1, 3507, 23124, 23124, 23124, 23124, 23124, 23124]",0.4817714884877205,0.2402302771806717,-0.7895100064509288,10
"[""included a motorway underpass without pedestrian access""]",a motorway underpass without pedestrian access,0,0.9090909090909091,0,"[0.5582076907157898, 0.9966076612472534, 0.9991414546966553, 0.9997918009757996, 0.9963511228561401, 0.999994158744812, 0.7022662162780762, 0.9996330738067627, 0.9991540908813477, 0.999883770942688]","[3, 9, 2340, 1343, 365, 3968, 406, 16400, 592, 1]",0.9251031041145324,0.5582076907157898,-0.09459230304382343,10
"[""with an average level of 80.4 decibels""]",noise,0,0.0,0,"[0.6459844708442688, 0.6258832216262817, 0.9983218312263489, 0.30150100588798523, 0.46212154626846313, 0.5117430686950684, 0.5480430126190186, 0.572743833065033, 0.5847968459129333, 0.598041832447052]","[4661, 1, 1, 4661, 4661, 4661, 4661, 4661, 4661, 4661]",0.5849180668592453,0.30150100588798523,-0.5757396293283013,10
"[""Grainger Market""]",the Newgate Centre,0,0.0,0,"[0.26729121804237366, 0.6507551074028015, 0.9994199275970459, 0.972337543964386, 0.9999220371246338, 0.9972978234291077, 0.5134211182594299, 0.5188037753105164, 0.4616136848926544, 0.42253944277763367]","[8, 368, 5339, 2969, 1, 1, 8, 8, 8, 8]",0.6803401678800582,0.26729121804237366,-0.473784253062031,10
"[""Gosforth""]",Newcastle,0,0.0,0,"[0.3469095826148987, 0.9980894923210144, 0.9903777837753296, 0.21676446497440338, 0.280132919549942, 0.2656378149986267, 0.2405720204114914, 0.21609772741794586, 0.20969153940677643, 0.2317180335521698]","[21225, 1, 1, 938, 938, 938, 938, 938, 21225, 21225]",0.3995991379022598,0.20969153940677643,-1.117844075918636,10
"[""shopping""]",shopping,1,1.0,1,"[0.7964937686920166, 0.9977365732192993, 0.999722421169281, 0.3862918019294739, 0.609025239944458, 0.6938371658325195, 0.7239768505096436, 0.742347002029419, 0.7510325312614441, 0.7600550055503845]","[2309, 1, 1, 2309, 2309, 2309, 2309, 2309, 2309, 2309]",0.746051836013794,0.3862918019294739,-0.3224260491204447,10
"[""Gateshead""]",Gateshead,1,1.0,1,"[0.9357289671897888, 0.9994625449180603, 0.9999680519104004, 0.9996469020843506, 0.9901302456855774, 0.9049715995788574, 0.7728879451751709, 0.5751442313194275, 0.5503873229026794, 0.6571797728538513]","[11118, 7, 3313, 1, 1, 21225, 21225, 21225, 11118, 11118]",0.8385507583618164,0.5503873229026794,-0.20048089491299353,10
"[""Eldon Garden""]",Gateshead,0,0.0,0,"[0.6481764912605286, 0.9996236562728882, 0.9998805522918701, 0.9994494318962097, 0.9973130822181702, 0.21054118871688843, 0.18732301890850067, 0.15986357629299164, 0.1388683170080185, 0.14424993097782135]","[11118, 7, 3313, 1, 1, 8, 8, 8, 8, 11118]",0.5485289245843887,0.1388683170080185,-0.9414195614672393,10
"[""Europe""]",Europe,1,1.0,1,"[0.9813573360443115, 0.9999613761901855, 0.9993953704833984, 0.91575688123703, 0.9650024175643921, 0.9723353385925293, 0.9753773212432861, 0.9770206212997437, 0.9778156280517578, 0.9785324335098267]","[1740, 1, 1, 1740, 1740, 1740, 1740, 1740, 1740, 1740]",0.9742554724216461,0.91575688123703,-0.026345953639518506,10
"[""United Kingdom""]",Gateshead,0,0.0,0,"[0.9785460829734802, 0.9989792704582214, 0.9999628067016602, 0.9996215105056763, 0.9886412024497986, 0.47011426091194153]","[11118, 7, 3313, 1, 1, 21225]",0.9059775223334631,0.47011426091194153,-0.13155461843376406,6
"[""boats""]",keelmen,0,0.0,0,"[0.6974073052406311, 0.9988422989845276, 0.9016308784484863, 0.9992614388465881, 0.9988943934440613, 0.9999417066574097]","[3, 1050, 15, 40, 904, 1]",0.9326630036036173,0.6974073052406311,-0.07783290951615021,6
"[""coal""]",boats,0,0.0,0,"[0.896631121635437, 0.9996663331985474, 0.8646402359008789, 0.5842320322990417, 0.47505974769592285, 0.6761950254440308]","[12285, 1, 1, 8416, 12285, 12285]",0.7494040826956431,0.47505974769592285,-0.3213219555875093,6
"[""1636""]",1636,1,1.0,1,"[0.48926791548728943, 0.7819766402244568, 0.9970429539680481, 0.998755931854248, 0.8781231641769409, 0.7846684455871582]","[898, 3420, 1, 1, 21225, 21225]",0.8216391752163569,0.48926791548728943,-0.22290736083462803,6
"[""London""]",colliers,0,0.0,0,"[0.452869176864624, 0.9966879487037659, 0.9997453093528748, 0.5632351040840149, 0.348310261964798, 0.36385995149612427]","[8029, 4518, 1, 1, 1524, 8]",0.6207846254110336,0.348310261964798,-0.5725717131347361,6
"[""Newcastle""]",Newcastle,1,1.0,1,"[0.99208003282547, 0.999760091304779, 0.9973013997077942, 0.930070161819458, 0.9698806405067444, 0.980044424533844]","[21225, 1, 1, 21225, 21225, 21225]",0.9781894584496816,0.930070161819458,-0.022354763064666588,6
"[""British""]",London,0,0.0,0,"[0.8855116963386536, 0.9996148347854614, 0.9983968138694763, 0.5919025540351868, 0.7978124022483826, 0.8317492604255676]","[1524, 1, 1, 1524, 1524, 1524]",0.8508312602837881,0.5919025540351868,-0.1763497724627192,6
"[""2007""]",2007,1,1.0,1,"[0.2276281714439392, 0.998691737651825, 0.9903290271759033, 0.14404243230819702, 0.18405847251415253, 0.196243017911911]","[4101, 1, 1, 1421, 1421, 1421]",0.4568321431676547,0.14404243230819702,-1.124936601410264,6
"[""2030""]",2016,0,0.0,0,"[0.22288185358047485, 0.9996672868728638, 0.9793590903282166, 0.2731912136077881, 0.27854931354522705, 0.24987661838531494]","[1421, 1, 1, 460, 23939, 23939]",0.5005875627199808,0.22288185358047485,-0.9141391034728392,6
